"db_ref","process_id","year","donorcode","donorname","agencycode","agencyname","crsid","projectnumber","initialreport","recipientcode","recipientname","regioncode","regionname","incomegroupcode","incomegroupname","flowcode","flowname","bi_multi","category","finance_t","aid_t","usd_commitment","usd_disbursement","usd_received","usd_commitment_defl","usd_disbursement_defl","usd_received_defl","usd_adjustment","usd_adjustment_defl","usd_amountuntied","usd_amountpartialtied","usd_amounttied","usd_amountuntied_defl","usd_amountpartialtied_defl","usd_amounttied_defl","usd_irtc","usd_expert_commitment","usd_expert_extended","usd_export_credit","currencycode","commitment_national","disbursement_national","grantequiv","usd_grantequiv","shortdescription","projecttitle","purposecode","purposename","sectorcode","sectorname","channelcode","channelname","channelreportedname","parentchannelcode","geography","expectedstartdate","completiondate","longdescription","sdgfocus","keywords","gender","environment","pdgg","trade","rmnch","drr","nutrition","disability","ftc","pba","investmentproject","assocfinance","biodiversity","climatemitigation","climateadaptation","desertification","commitmentdate","typerepayment","numberrepayment","interest1","interest2","repaydate1","repaydate2","usd_interest","usd_outstanding","usd_arrears_principal","usd_arrears_interest","capitalexpend","psiflag","psiaddtype","psiaddassess","psiadddevobj","ldcflag","ldcflagname","source"
"df_36688",521597,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004931","ST0926345",8,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.007257,0.007257,0,0.007054,0.007054,0,NA,NA,0.002467,NA,0.004789,0.002398,NA,0.004656,0,NA,NA,NA,302,0.007257,0.007257,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES, CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes, Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector",10000,"","","","Effizientes Monitoring von MDG/PRSP-Prozessen, Capacity Building für Nutzer und Produzenten statistischer Daten in SSA",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_36689",521602,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004932","ST0926535",8,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.010922,0.010922,0,0.010617,0.010617,0,NA,NA,0.003713,NA,0.007208,0.00361,NA,0.007007,0,NA,NA,NA,302,0.010922,0.010922,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES, CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes, Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector",10000,"","","","Effizientes Monitoring von MDG/PRSP-Prozessen, Capacity Building für Nutzer und Produzenten statistischer Daten in SSA",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_36690",521611,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004933","ST0926428",8,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.013224,0.013224,0,0.012854,0.012854,0,NA,NA,0.004496,NA,0.008728,0.00437,NA,0.008484,0,NA,NA,NA,302,0.013224,0.013224,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES, CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes, Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector",10000,"","","","Effizientes Monitoring von MDG/PRSP-Prozessen, Capacity Building für Nutzer und Produzenten statistischer Daten in SSA",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_36691",521616,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004934","ST0926410",8,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.014517,0.014517,0,0.014112,0.014112,0,NA,NA,0.004936,NA,0.009582,0.004798,NA,0.009314,0,NA,NA,NA,302,0.014517,0.014517,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES, CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes, Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector",10000,"","","","Effizientes Monitoring von MDG/PRSP-Prozessen, Capacity Building für Nutzer und Produzenten statistischer Daten in SSA",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_36692",521622,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004935","ST0926519",8,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.015973,0.015973,0,0.015526,0.015526,0,NA,NA,0.005431,NA,0.010542,0.005279,NA,0.010247,0,NA,NA,NA,302,0.015973,0.015973,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES, CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes, Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector",10000,"","","","Effizientes Monitoring von MDG/PRSP-Prozessen, Capacity Building für Nutzer und Produzenten statistischer Daten in SSA",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_36693",521628,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004936","ST0926337",8,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.015973,0.015973,0,0.015526,0.015526,0,NA,NA,0.005431,NA,0.010542,0.005279,NA,0.010247,0,NA,NA,NA,302,0.015973,0.015973,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES, CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes, Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector",10000,"","","","Effizientes Monitoring von MDG/PRSP-Prozessen, Capacity Building für Nutzer und Produzenten statistischer Daten in SSA",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_36694",521636,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004937","ST0926360",8,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.015973,0.015973,0,0.015526,0.015526,0,NA,NA,0.005431,NA,0.010542,0.005279,NA,0.010247,0,NA,NA,NA,302,0.015973,0.015973,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES, CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes, Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector",10000,"","","","Effizientes Monitoring von MDG/PRSP-Prozessen, Capacity Building für Nutzer und Produzenten statistischer Daten in SSA",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_36695",521643,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004938","ST0926378",8,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.018314,0.018314,0,0.017802,0.017802,0,NA,NA,0.006227,NA,0.012087,0.006053,NA,0.011749,0,NA,NA,NA,302,0.018314,0.018314,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES, CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes, Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector",10000,"","","","Effizientes Monitoring von MDG/PRSP-Prozessen, Capacity Building für Nutzer und Produzenten statistischer Daten in SSA",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_36696",521650,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004939","ST0926444",8,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.019832,0.019832,0,0.019277,0.019277,0,NA,NA,0.006743,NA,0.013089,0.006554,NA,0.012723,0,NA,NA,NA,302,0.019832,0.019832,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES, CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes, Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector",10000,"","","","Effizientes Monitoring von MDG/PRSP-Prozessen, Capacity Building für Nutzer und Produzenten statistischer Daten in SSA",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_36697",521657,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004940","ST0926485",8,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.019832,0.019832,0,0.019277,0.019277,0,NA,NA,0.006743,NA,0.013089,0.006554,NA,0.012723,0,NA,NA,NA,302,0.019832,0.019832,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES, CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes, Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector",10000,"","","","Effizientes Monitoring von MDG/PRSP-Prozessen, Capacity Building für Nutzer und Produzenten statistischer Daten in SSA",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_36698",521663,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004941","ST0926527",8,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.022583,0.022583,0,0.021952,0.021952,0,NA,NA,0.007678,NA,0.014905,0.007464,NA,0.014488,0,NA,NA,NA,302,0.022583,0.022583,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES, CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes, Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector",10000,"","","","Effizientes Monitoring von MDG/PRSP-Prozessen, Capacity Building für Nutzer und Produzenten statistischer Daten in SSA",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_36699",521669,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004942","ST0926436",8,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.035556,0.035556,0,0.034563,0.034563,0,NA,NA,0.012089,NA,0.023467,0.011751,NA,0.022811,0,NA,NA,NA,302,0.035556,0.035556,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES, CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes, Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector",10000,"","","","Effizientes Monitoring von MDG/PRSP-Prozessen, Capacity Building für Nutzer und Produzenten statistischer Daten in SSA",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_36700",521674,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004943","ST0926469",8,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.07801,0.07801,0,0.07583,0.07583,0,NA,NA,0.026523,NA,0.051487,0.025782,NA,0.050048,0,NA,NA,NA,302,0.07801,0.07801,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES, CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes, Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector",10000,"","","","Effizientes Monitoring von MDG/PRSP-Prozessen, Capacity Building für Nutzer und Produzenten statistischer Daten in SSA",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_36701",521681,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004944","ST0926352",8,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.082018,0.082018,0,0.079726,0.079726,0,NA,NA,0.027886,NA,0.054132,0.027107,NA,0.052619,0,NA,NA,NA,302,0.082018,0.082018,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES, CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes, Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector",10000,"","","","Effizientes Monitoring von MDG/PRSP-Prozessen, Capacity Building für Nutzer und Produzenten statistischer Daten in SSA",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_36702",521688,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004945","ST0926493",8,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.449334,0.449334,0,0.436778,0.436778,0,NA,NA,0.152774,NA,0.296561,0.148505,NA,0.288274,0,NA,NA,NA,302,0.449334,0.449334,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES, CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes, Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector",10000,"","","","Effizientes Monitoring von MDG/PRSP-Prozessen, Capacity Building für Nutzer und Produzenten statistischer Daten in SSA",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_36703",521691,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004946","ST0926501",8,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.022728,0.022728,0,0.022093,0.022093,0,NA,NA,0.007728,NA,0.015001,0.007512,NA,0.014581,0,NA,NA,NA,302,0.022728,0.022728,NA,NA,"EFFECTIVE MONITORING OF MDG/PRSP PROCESSES, CAPACITY BUILDING FOR USERS AND PRODUCERS OF STATISTICAL DATA IN SUB-SAHARAN AFRICA","Effective Monitoring of MDG/PRSP Processes, Capacity Building for Users and Producers of Statistical Data in Sub-Saharan Africa",25010,"Business policy and administration",250,"II.5. Business & Other Services",10000,"Public Sector Institutions","Public sector",10000,"","","","Effizientes Monitoring von MDG/PRSP-Prozessen, Capacity Building für Nutzer und Produzenten statistischer Daten in SSA",NA,NA,1,1,2,2,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_36755",522015,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004551","VN200901",8,9998,"Bilateral, unspecified",15006,"Regional and Unspecified",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",2.088846,2.088846,0,2.030475,2.030475,0,NA,NA,2.088846,NA,0,2.030475,NA,0,0,NA,NA,NA,302,2.088846,2.088846,NA,NA,"DEVELOPMENT GATEWAY FOUNDATION","Development Gateway Foundation",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",21006,"Development Gateway Foundation","Development Gateway Foundation",21000,"","","","Beitrag an Development Gateway Foundation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_36865",522683,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004588","ST0904300",8,238,"Ethiopia",10003,"South of Sahara",10016,"LDCs",11,"ODA Grants",1,10,110,"",0.11912,0.11912,0,0.115791,0.115791,0,NA,NA,0,NA,0.11912,0,NA,0.115791,0,NA,NA,NA,302,0.11912,0.11912,NA,NA,"DEVELOPMENT OF AN ADEQUATE LAND INFORMATION SYSTEM AND IMPLEMENTATION OF AN ADRESS SYSTEM FOR ADDIS ABABA.","Development of an adequate land information system and implementation of an adress system for Addis Ababa.",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Entwicklung eines Landinformationssystems und Implementierung eines Adressensystems für die Stadt Addis Ababa.",NA,NA,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_36868",522703,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004591","ST0902692",8,730,"China (People's Republic of)",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"",0.004164,0.004164,0,0.004047,0.004047,0,NA,NA,0,NA,0.004164,0,NA,0.004047,0,NA,NA,NA,302,0.004164,0.004164,NA,NA,"DEVELOPMENT OF AN ENVIRONMENTAL INFORMATIONS SYSTEM AND DESIGN AND IMPLEMENTATION OF INNOVATIVE RESEARCH","Development of an environmental informations system and design and implementation of innovative research",41082,"Environmental research",410,"IV.1. General Environment Protection",10000,"Public Sector Institutions","Public sector",10000,"","","","Development of an environmental informations system and design and implementation of innovative research and pilot projects of sustainable urban water management",NA,NA,1,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_36869",522706,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004592","ST0902627",8,730,"China (People's Republic of)",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"",0.133004,0.133004,0,0.129287,0.129287,0,NA,NA,0,NA,0.133004,0,NA,0.129287,0,NA,NA,NA,302,0.133004,0.133004,NA,NA,"DEVELOPMENT OF AN ENVIRONMENTAL INFORMATIONS SYSTEM AND DESIGN AND IMPLEMENTATION OF INNOVATIVE RESEARCH","Development of an environmental informations system and design and implementation of innovative research",41082,"Environmental research",410,"IV.1. General Environment Protection",10000,"Public Sector Institutions","Public sector",10000,"","","","Development of an environmental informations system and design and implementation of innovative research and pilot projects of sustainable urban water management",NA,NA,1,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_36886",522813,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004609","ST0902890",8,730,"China (People's Republic of)",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"",0.016572,0.016572,0,0.016108,0.016108,0,NA,NA,0,NA,0.016572,0,NA,0.016108,0,NA,NA,NA,302,0.016572,0.016572,NA,NA,"DEVELOPMENT OF COMPETENCIES FOR CLIMATE AND ENVIRONMENT STATISTICS ACCORDING INTERNATIONAL STANDARDS.","Development of competencies for climate and environment statistics according international standards.",41010,"Environmental policy and administrative management",410,"IV.1. General Environment Protection",10000,"Public Sector Institutions","Public sector",10000,"","","","Development of competencies for climate and environment statistics according international standards. Support of introduction of concepts for the analysis of climate risks.",NA,NA,1,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_36887",522818,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004610","ST0902742",8,730,"China (People's Republic of)",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"",0.023966,0.023966,0,0.023296,0.023296,0,NA,NA,0,NA,0.023966,0,NA,0.023296,0,NA,NA,NA,302,0.023966,0.023966,NA,NA,"DEVELOPMENT OF COMPETENCIES FOR CLIMATE AND ENVIRONMENT STATISTICS ACCORDING INTERNATIONAL STANDARDS.","Development of competencies for climate and environment statistics according international standards.",41010,"Environmental policy and administrative management",410,"IV.1. General Environment Protection",10000,"Public Sector Institutions","Public sector",10000,"","","","Development of competencies for climate and environment statistics according international standards. Support of introduction of concepts for the analysis of climate risks.",NA,NA,1,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_36888",522824,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004611","ST0909960",8,665,"Pakistan",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"",0.007381,0.007381,0,0.007174,0.007174,0,NA,NA,0,NA,0.007381,0,NA,0.007174,0,NA,NA,NA,302,0.007381,0.007381,NA,NA,"DEVELOPMENT OF CONCEPTS AND METHODS FOR AN IMPROVED STATISTICAL ANALYSIS OF MACRO ECONOMIC DATA","Development of concepts and methods for an improved statistical analysis of macro economic data",15111,"Public finance management (PFM)",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Entwicklung von Konzepten und Methoden der einer verbesserten statistischen Analyse makroökonomischer Daten",NA,NA,1,0,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_36889",522829,2009,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2009004612","ST0909937",8,665,"Pakistan",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"",0.036833,0.036833,0,0.035804,0.035804,0,NA,NA,0,NA,0.036833,0,NA,0.035804,0,NA,NA,NA,302,0.036833,0.036833,NA,NA,"DEVELOPMENT OF CONCEPTS AND METHODS FOR AN IMPROVED STATISTICAL ANALYSIS OF MACRO ECONOMIC DATA","Development of concepts and methods for an improved statistical analysis of macro economic data",15111,"Public finance management (PFM)",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Entwicklung von Konzepten und Methoden der einer verbesserten statistischen Analyse makroökonomischer Daten",NA,NA,1,0,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
