commitmentdate,donorname_survey,projecttitle,recipientname,nsds,role,collaborators,csa,support_type,usd_costestimate,usd_commitment,isocode,recipientcode,regionid,regionname,iso3n,recipientname,source,db_ref,usd_disbursement
2017,International Monetary Fund - IMF,Tunisia - Technical Assistance during FY 2018,Tunisia,Yes,Lead donor,NA,2.5; 2.4.6; 2.2; 2.4.7; 2.7; ,"Technical assistance (technical expertise, consultant services)","106,143",106143,TUN,139,3,North of Sahara,788,Tunisia,survey,imf_158_2018_Tunisia,106143
2017,International Monetary Fund - IMF,Turkey - Technical Assistance during FY 2018,Turkey,Yes,Lead donor,NA,2.2; ,"Technical assistance (technical expertise, consultant services)","10,350",10350,TUR,55,103,Eastern Europe,792,Turkey,survey,imf_159_2018_Turkey,10350
2017,International Monetary Fund - IMF,Turkmenistan - Technical Assistance during FY 2018,Turkmenistan,Yes,Lead donor,NA,2.6; 2.5; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","94,169",94169,TKM,616,17,Central Asia,795,Turkmenistan,survey,imf_160_2018_Turkmenistan,94169
2017,International Monetary Fund - IMF,Turks And Caicos - Technical Assistance during FY 2018,Turks and Caicos Islands,Yes,Lead donor,NA,2.6; 2.5; 2.2; ,"Technical assistance (technical expertise, consultant services)","43,137",43137,TCA,387,15,Caribbean,796,Turks and Caicos Islands,survey,imf_161_2018_Turks and Caicos Islands,43137
2017,International Monetary Fund - IMF,Tuvalu - Technical Assistance during FY 2018,Tuvalu,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","69,974",69974,TUV,872,12,Oceania,798,Tuvalu,survey,imf_162_2018_Tuvalu,69974
2017,International Monetary Fund - IMF,Uganda - Technical Assistance during FY 2018,Uganda,Yes,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.7; ,"Technical assistance (technical expertise, consultant services)","306,127",306127,UGA,285,4,Sub-Saharan Africa,800,Uganda,survey,imf_163_2018_Uganda,306127
2017,International Monetary Fund - IMF,Ukraine - Technical Assistance during FY 2018,Ukraine,Yes,Lead donor,NA,2.6; 2.2; 2.4.7; 2.7; ,"Technical assistance (technical expertise, consultant services)","141,930",141930,UKR,85,103,Eastern Europe,804,Ukraine,survey,imf_164_2018_Ukraine,141930
2017,International Monetary Fund - IMF,United Arab Emirates - Technical Assistance during FY 2018,United Arab Emirates,Yes,Lead donor,NA,2.6; 4.5; 2.4.6; 2.2; ,"Technical assistance (technical expertise, consultant services)","80,670",80670,ARE,576,11,Middle East,784,United Arab Emirates,survey,imf_165_2018_United Arab Emirates,80670
2017,International Monetary Fund - IMF,Uruguay - Technical Assistance during FY 2018,Uruguay,Yes,Lead donor,NA,2.4.6; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","22,026",22026,URY,460,7,South America,858,Uruguay,survey,imf_166_2018_Uruguay,22026
2017,International Monetary Fund - IMF,Uzbekistan - Technical Assistance during FY 2018,Uzbekistan,Yes,Lead donor,NA,2.6; 4.5; 2.5; 2.2; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","113,192",113192,UZB,617,17,Central Asia,860,Uzbekistan,survey,imf_167_2018_Uzbekistan,113192
2017,International Monetary Fund - IMF,Vanuatu - Technical Assistance during FY 2018,Vanuatu,Yes,Lead donor,NA,2.6; 2.5; 2.2; ,"Technical assistance (technical expertise, consultant services)","39,489",39489,VUT,854,12,Oceania,548,Vanuatu,survey,imf_168_2018_Vanuatu,39489
2017,International Monetary Fund - IMF,Viet Nam - Technical Assistance during FY 2018,Viet Nam,Yes,Lead donor,NA,2.5; 2.4.6; 2.2; 2.7; ,"Technical assistance (technical expertise, consultant services)","89,984",89984,VNM,769,18,South East Asia,704,Viet Nam,survey,imf_169_2018_Viet Nam,89984
2017,International Monetary Fund - IMF,WAEMU:West African Eco/Monetary Un - Technical Assistance during FY 2018,WAEMU:West African Eco/Monetary Un,Yes,Lead donor,NA,2.4.6; ,"Technical assistance (technical expertise, consultant services)","24,844",24844,NA,202106,101,Africa,NA,WAEMU:West African Eco/Monetary Un,survey,imf_170_2018_WAEMU:West African Eco/Monetary Un,24844
2017,International Monetary Fund - IMF,West Bank And Gaza - Technical Assistance during FY 2018,Palestinian Authority,Yes,Lead donor,NA,2.2; ,"Technical assistance (technical expertise, consultant services)","16,223",16223,PSE,550,11,Middle East,275,Palestinian Authority,survey,imf_171_2018_Palestinian Authority,16223
2017,International Monetary Fund - IMF,Zambia - Technical Assistance during FY 2018,Zambia,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.7; ,"Technical assistance (technical expertise, consultant services)","182,072",182072,ZMB,288,4,Sub-Saharan Africa,894,Zambia,survey,imf_172_2018_Zambia,182072
2017,International Monetary Fund - IMF,Zimbabwe - Technical Assistance during FY 2018,Zimbabwe,Yes,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; ,"Technical assistance (technical expertise, consultant services)","112,777",112777,ZWE,265,4,Sub-Saharan Africa,716,Zimbabwe,survey,imf_173_2018_Zimbabwe,112777
2017,International Monetary Fund - IMF,African Region - Statistics Department: Training Activities during FY 2018,"Africa, regional",Yes,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.7; ,Training,"372,918",372918,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_174_2018_Regional,372918
2017,International Monetary Fund - IMF,Africa Training Institute - Statistics Department: Training Activities during FY 2018,"Africa, regional",Yes,Lead donor,NA,2.6; 2.4.6; 2.2; 2.4.7; ,Training,"109,778",109778,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_175_2018_Regional,109778
2017,International Monetary Fund - IMF,AFRITAC Central - Statistics Department: Training Activities during FY 2018,"Central Africa, regional",Yes,Lead donor,NA,2.6; 2.5; 2.2; ,Training,"111,144",111144,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_176_2018_Regional,111144
2017,International Monetary Fund - IMF,AFRITAC East - Statistics Department: Training Activities during FY 2018,"Eastern Africa, regional",Yes,Lead donor,NA,2.5; 2.2; ,Training,"68,176",68176,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_177_2018_Regional,68176
2017,International Monetary Fund - IMF,AFRITAC South - Statistics Department: Training Activities during FY 2018,"Southern Africa, regional",Yes,Lead donor,NA,2.2; 2.7; ,Training,"103,986",103986,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_178_2018_Regional,103986
2017,International Monetary Fund - IMF,AFRITAC West - Statistics Department: Training Activities during FY 2018,"Western Africa, regional",Yes,Lead donor,NA,2.5; 2.2; ,Training,"61,212",61212,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_179_2018_Regional,61212
2017,International Monetary Fund - IMF,AFRITAC West 2 - Statistics Department: Training Activities during FY 2018,"Western Africa, regional",Yes,Lead donor,NA,2.2; ,Training,"19,486",19486,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_180_2018_Regional,19486
2017,International Monetary Fund - IMF,BEAC-Banque Etats L'Afrique Centrl - Statistics Department: Training Activities during FY 2018,"Central Africa, regional",Yes,Lead donor,NA,2.6;,Training,"49,033",49033,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_181_2018_Regional,49033
2017,International Monetary Fund - IMF,East African Community - Statistics Department: Training Activities during FY 2018,"Eastern Africa, regional",Yes,Lead donor,NA,2.6; 2.5; ,Training,"79,196",79196,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_182_2018_Regional,79196
2017,International Monetary Fund - IMF,Asia Pacific Region - Statistics Department: Training Activities during FY 2018,Asia-Pacific,Yes,Lead donor,NA,2.6; 2.5; 2.2; ,Training,"286,413",286413,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_183_2018_Regional,286413
2017,International Monetary Fund - IMF,IMF-Singapore Regn Training Ins - Statistics Department: Training Activities during FY 2018,Asia-Pacific,Yes,Lead donor,NA,2.4.6; 2.2; ,Training,"124,981",124981,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_184_2018_Regional,124981
2017,International Monetary Fund - IMF,PFTAC-Pacific Finan'l Tech Asst Ct - Statistics Department: Training Activities during FY 2018,Oceania,Yes,Lead donor,NA,2.5; 2.2; ,Training,"43,726",43726,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_185_2018_Regional,43726
2017,International Monetary Fund - IMF,SARTTAC South Asia TA Center - Statistics Department: Training Activities during FY 2018,South Asia,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.7; ,Training,"394,767",394767,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_186_2018_Regional,394767
2017,International Monetary Fund - IMF,TAOLAM (Thailand TA Office) - Statistics Department: Training Activities during FY 2018,South East Asia,Yes,Lead donor,NA,2.6; 2.5; ,Training,"118,702",118702,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_187_2018_Regional,118702
2017,International Monetary Fund - IMF,European Region - Statistics Department: Training Activities during FY 2018,"Europe, regional",Yes,Lead donor,NA,2.5; 2.2; ,Training,"191,965",191965,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_188_2018_Regional,191965
2017,International Monetary Fund - IMF,Joint Vienna Institute - Statistics Department: Training Activities during FY 2018,"Europe, regional",Yes,Lead donor,NA,2.6; 2.4.6; 2.7; ,Training,"181,635",181635,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_189_2018_Regional,181635
2017,International Monetary Fund - IMF,Multi-Region - Statistics Department: Training Activities during FY 2018,Multilateral unallocated,Yes,Lead donor,NA,2.6; 2.5; 2.4.6; ,Training,"1,034,999",1034999,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_190_2018_Regional,1034999
2017,International Monetary Fund - IMF,Middle East & Central Asia Region  - Statistics Department: Training Activities during FY 2018,Asia-Pacific,Yes,Lead donor,NA,2.5; 2.2; 2.7; ,Training,"149,384",149384,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_191_2018_Regional,149384
2017,International Monetary Fund - IMF,Center for Economics & Finance - Statistics Department: Training Activities during FY 2018,Middle East,Yes,Lead donor,NA,2.6; 2.4.6; ,Training,"256,605",256605,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_192_2018_Regional,256605
2017,International Monetary Fund - IMF,MIDDLE EAST TA Center  - Statistics Department: Training Activities during FY 2018,Middle East,Yes,Lead donor,NA,2.5; 2.2; 2.7; ,Training,"105,985",105985,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_193_2018_Regional,105985
2017,International Monetary Fund - IMF,Western Hemisphere Region - Statistics Department: Training Activities during FY 2018,Multilateral unallocated,Yes,Lead donor,NA,2.6; 2.4.6; 2.2; ,Training,"271,506",271506,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_194_2018_Regional,271506
2017,International Monetary Fund - IMF,Brazil Regn Trng Cntr for Latin Am - Statistics Department: Training Activities during FY 2018,South America,Yes,Lead donor,NA,2.4.6; 2.2; ,Training,"54,093",54093,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_195_2018_Regional,54093
2017,International Monetary Fund - IMF,CARIBBEAN TA Center - Statistics Department: Training Activities during FY 2018,Caribbean,Yes,Lead donor,NA,2.6; 2.2; ,Training,"82,622",82622,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_196_2018_Regional,82622
2017,International Monetary Fund - IMF,CENTRAL AMERICAN TA Center   - Statistics Department: Training Activities during FY 2018,Central America,Yes,Lead donor,NA,2.5; 2.2; ,Training,"39,075",39075,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_197_2018_Regional,39075
2018,International Monetary Fund - IMF,African Region - Statistics Department: Technical Assistance Activities during FY 2019,"Africa, regional",,Lead donor,NA,2.6; 4.5; 2.5; 2.4.6; 2.2; 2.4.7; ,Technical assistance,"2,684,810",2684810,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_198_2019_Regional,2684810
2018,International Monetary Fund - IMF,AFRITAC Central - Statistics Department: Technical Assistance Activities during FY 2019,"Central Africa, regional",,Lead donor,NA,2.5; 2.2; 2.4.7; ,Technical assistance,"1,285,699",1285699,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_199_2019_Regional,1285699
2018,International Monetary Fund - IMF,AFRITAC East - Statistics Department: Technical Assistance Activities during FY 2019,"Eastern Africa, regional",,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,Technical assistance,"1,109,759",1109759,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_200_2019_Regional,1109759
2018,International Monetary Fund - IMF,AFRITAC South - Statistics Department: Technical Assistance Activities during FY 2019,"Southern Africa, regional",,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,Technical assistance,"839,101",839101,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_201_2019_Regional,839101
2018,International Monetary Fund - IMF,AFRITAC West - Statistics Department: Technical Assistance Activities during FY 2019,"Western Africa, regional",,Lead donor,NA,2.5; 2.2; 2.4.7; ,Technical assistance,"1,117,316",1117316,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_202_2019_Regional,1117316
2018,International Monetary Fund - IMF,AFRITAC West 2 - Statistics Department: Technical Assistance Activities during FY 2019,"Western Africa, regional",,Lead donor,NA,2.5; 2.2; 2.4.7; ,Technical assistance,"666,593",666593,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_203_2019_Regional,666593
2018,International Monetary Fund - IMF,BCEAO-CB Etats L'Afrique L'Ouest - Statistics Department: Technical Assistance Activities during FY 2019,"Western Africa, regional",,Lead donor,NA,2.4.6; ,Technical assistance,"32,445",32445,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_204_2019_Regional,32445
2018,International Monetary Fund - IMF,BEAC-Banque Etats L'Afrique Centrl - Statistics Department: Technical Assistance Activities during FY 2019,"Western Africa, regional",,Lead donor,NA,2.4.6; ,Technical assistance,"10,296",10296,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_205_2019_Regional,10296
2018,International Monetary Fund - IMF,CEMAC - Com. Econ. Mon. AFR Cent. - Statistics Department: Technical Assistance Activities during FY 2019,"Central Africa, regional",,Lead donor,NA,2.4.6; ,Technical assistance,"16,534",16534,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_206_2019_Regional,16534
2018,International Monetary Fund - IMF,WAEMU:West African Eco/Monetary Un - Statistics Department: Technical Assistance Activities during FY 2019,"Western Africa, regional",,Lead donor,NA,2.4.6; ,Technical assistance,"9,183",9183,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_207_2019_Regional,9183
2018,International Monetary Fund - IMF,WAIFEM:West Afr Inst-Fin/Eco Mgt - Statistics Department: Technical Assistance Activities during FY 2019,"Western Africa, regional",,Lead donor,NA,2.5; ,Technical assistance,"27,808",27808,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_208_2019_Regional,27808
2018,International Monetary Fund - IMF,Asia Pacific Region - Statistics Department: Technical Assistance Activities during FY 2019,Asia-Pacific,,Lead donor,NA,2.6; 4.5; 2.5; 2.4.7; ,Technical assistance,"1,289,430",1289430,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_209_2019_Regional,1289430
2018,International Monetary Fund - IMF,IMF-Singapore Regn Training Ins - Statistics Department: Technical Assistance Activities during FY 2019,Asia-Pacific,,Lead donor,NA,2.4.6; ,Technical assistance,"25,533",25533,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_210_2019_Regional,25533
2018,International Monetary Fund - IMF,PFTAC-Pacific Finan'l Tech Asst Ct - Statistics Department: Technical Assistance Activities during FY 2019,Oceania,,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,Technical assistance,"698,079",698079,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_211_2019_Regional,698079
2018,International Monetary Fund - IMF,SARTTAC South Asia TA Center - Statistics Department: Technical Assistance Activities during FY 2019,South Asia,,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; 2.7; ,Technical assistance,"1,198,079",1198079,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_212_2019_Regional,1198079
2018,International Monetary Fund - IMF,TAOLAM (Thailand TA Office) - Statistics Department: Technical Assistance Activities during FY 2019,South East Asia,,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,Technical assistance,"443,151",443151,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_213_2019_Regional,443151
2018,International Monetary Fund - IMF,European Region - Statistics Department: Technical Assistance Activities during FY 2019,"Europe, regional",,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; ,Technical assistance,"852,435",852435,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_214_2019_Regional,852435
2018,International Monetary Fund - IMF,Multi-Region - Statistics Department: Technical Assistance Activities during FY 2019,Multilateral unallocated,,Lead donor,NA,2.6; 4.5; 2.5; 2.4.6; 2.2; 2.4.7; 2.7; ,Technical assistance,"6,555,843",6555843,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_215_2019_Regional,6555843
2018,International Monetary Fund - IMF,Middle East & Central Asia Region  - Statistics Department: Technical Assistance Activities during FY 2019,Asia-Pacific,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; 2.7; ,Technical assistance,"306,246",306246,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_216_2019_Regional,306246
2018,International Monetary Fund - IMF,Center for Economics & Finance - Statistics Department: Technical Assistance Activities during FY 2019,Middle East,,Lead donor,NA,2.4.6; 2.4.7; ,Technical assistance,"68,602",68602,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_217_2019_Regional,68602
2018,International Monetary Fund - IMF,MIDDLE EAST TA Center  - Statistics Department: Technical Assistance Activities during FY 2019,Middle East,,Lead donor,NA,2.6; 2.2; 2.4.7; ,Technical assistance,"612,560",612560,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_218_2019_Regional,612560
2018,International Monetary Fund - IMF,Western Hemisphere Region - Statistics Department: Technical Assistance Activities during FY 2019,Multilateral unallocated,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; ,Technical assistance,"62,635",62635,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_219_2019_Regional,62635
2018,International Monetary Fund - IMF,CENTRAL AMERICAN TA Center   - Statistics Department: Technical Assistance Activities during FY 2019,Central America,,Lead donor,NA,2.5; 2.2; 2.4.7; ,Technical assistance,"865,111",865111,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_220_2019_Regional,865111
2018,International Monetary Fund - IMF,CARIBBEAN TA Center - Statistics Department: Technical Assistance Activities during FY 2019,Caribbean,,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,Technical assistance,"900,078",900078,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_221_2019_Regional,900078
2018,International Monetary Fund - IMF,ECCU / ECCB - Statistics Department: Technical Assistance Activities during FY 2019,Caribbean,,Lead donor,NA,2.6; ,Technical assistance,"22,164",22164,NA,202105,14,Multilateral unallocated,NA,Regional,survey,imf_222_2019_Regional,22164
2018,International Monetary Fund - IMF,"Afghanistan, Islamic Republic - Statistics Department: Technical Assistance Activities during FY 2019",Afghanistan,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.7; ,Technical assistance,"143,713",143713,AFG,625,10,South Asia,4,Afghanistan,survey,imf_223_2019_Afghanistan,143713
2018,International Monetary Fund - IMF,Albania - Statistics Department: Technical Assistance Activities during FY 2019,Albania,,Lead donor,NA,2.5; 2.4.6; 2.4.7; ,Technical assistance,"92,434",92434,ALB,71,103,Eastern Europe,8,Albania,survey,imf_224_2019_Albania,92434
2018,International Monetary Fund - IMF,Angola - Statistics Department: Technical Assistance Activities during FY 2019,Angola,,Lead donor,NA,2.6; 4.5; 2.5; 2.2; 2.4.7; ,Technical assistance,"187,247",187247,AGO,225,4,Sub-Saharan Africa,24,Angola,survey,imf_225_2019_Angola,187247
2018,International Monetary Fund - IMF,Antigua And Barbuda - Statistics Department: Technical Assistance Activities during FY 2019,Antigua and Barbuda,,Lead donor,NA,2.6; ,Technical assistance,"21,002",21002,ATG,377,15,Caribbean,28,Antigua and Barbuda,survey,imf_226_2019_Antigua and Barbuda,21002
2018,International Monetary Fund - IMF,Argentina - Statistics Department: Technical Assistance Activities during FY 2019,Argentina,,Lead donor,NA,2.4.6; ,Technical assistance,"15,684",15684,ARG,425,7,South America,32,Argentina,survey,imf_227_2019_Argentina,15684
2018,International Monetary Fund - IMF,Armenia - Statistics Department: Technical Assistance Activities during FY 2019,Armenia,,Lead donor,NA,2.2; 2.7; ,Technical assistance,"32,459",32459,ARM,610,103,Eastern Europe,51,Armenia,survey,imf_228_2019_Armenia,32459
2018,International Monetary Fund - IMF,Azerbaijan - Statistics Department: Technical Assistance Activities during FY 2019,Azerbaijan,,Lead donor,NA,4.5; 2.5; 2.2; 2.4.7; ,Technical assistance,"95,698",95698,AZE,611,103,Eastern Europe,31,Azerbaijan,survey,imf_229_2019_Azerbaijan,95698
2018,International Monetary Fund - IMF,Bahamas - Statistics Department: Technical Assistance Activities during FY 2019,Bahamas,,Lead donor,NA,4.5; 2.4.6; 2.2; 2.4.7; ,Technical assistance,"64,060",64060,BHS,328,15,Caribbean,44,Bahamas,survey,imf_230_2019_Bahamas,64060
2018,International Monetary Fund - IMF,Bangladesh - Statistics Department: Technical Assistance Activities during FY 2019,Bangladesh,,Lead donor,NA,2.6; 2.5; 2.2; 2.7; ,Technical assistance,"128,866",128866,BGD,666,10,South Asia,50,Bangladesh,survey,imf_231_2019_Bangladesh,128866
2018,International Monetary Fund - IMF,Barbados - Statistics Department: Technical Assistance Activities during FY 2019,Barbados,,Lead donor,NA,2.6; 2.4.6; 2.2; 2.7; ,Technical assistance,"145,992",145992,BRB,329,15,Caribbean,52,Barbados,survey,imf_232_2019_Barbados,145992
2018,International Monetary Fund - IMF,Belize - Statistics Department: Technical Assistance Activities during FY 2019,Belize,,Lead donor,NA,2.4.6; ,Technical assistance,"22,222",22222,BLZ,352,16,Central America,84,Belize,survey,imf_233_2019_Belize,22222
2018,International Monetary Fund - IMF,Benin - Statistics Department: Technical Assistance Activities during FY 2019,Benin,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; ,Technical assistance,"107,360",107360,BEN,236,4,Sub-Saharan Africa,204,Benin,survey,imf_234_2019_Benin,107360
2018,International Monetary Fund - IMF,Bermuda - Statistics Department: Technical Assistance Activities during FY 2019,Bermuda,,Lead donor,NA,2.6; 2.2; ,Technical assistance,"36,970",36970,BMU,331,15,Caribbean,60,Bermuda,survey,imf_235_2019_Bermuda,36970
2018,International Monetary Fund - IMF,Bhutan - Statistics Department: Technical Assistance Activities during FY 2019,Bhutan,,Lead donor,NA,2.5; 2.2; 2.4.7; ,Technical assistance,"110,196",110196,BTN,630,10,South Asia,64,Bhutan,survey,imf_236_2019_Bhutan,110196
2018,International Monetary Fund - IMF,Bolivia - Statistics Department: Technical Assistance Activities during FY 2019,Bolivia (Plurinational State of),,Lead donor,NA,2.6; 2.2; 2.7; ,Technical assistance,"64,899",64899,BOL,428,7,South America,68,Bolivia (Plurinational State of),survey,imf_237_2019_Bolivia (Plurinational State of),64899
2018,International Monetary Fund - IMF,Bosnia And Herzegovina - Statistics Department: Technical Assistance Activities during FY 2019,Bosnia and Herzegovina,,Lead donor,NA,2.5; 2.4.6; 2.2; 2.4.7; ,Technical assistance,"115,954",115954,BIH,64,103,Eastern Europe,70,Bosnia and Herzegovina,survey,imf_238_2019_Bosnia and Herzegovina,115954
2018,International Monetary Fund - IMF,Botswana - Statistics Department: Technical Assistance Activities during FY 2019,Botswana,,Lead donor,NA,2.6; 2.2; 2.7; ,Technical assistance,"103,645",103645,BWA,227,4,Sub-Saharan Africa,72,Botswana,survey,imf_239_2019_Botswana,103645
2018,International Monetary Fund - IMF,Burkina Faso - Statistics Department: Technical Assistance Activities during FY 2019,Burkina Faso,,Lead donor,NA,2.6; 4.5; 2.5; 2.4.6; 2.2; 2.4.7; ,Technical assistance,"145,694",145694,BFA,287,4,Sub-Saharan Africa,854,Burkina Faso,survey,imf_240_2019_Burkina Faso,145694
2018,International Monetary Fund - IMF,Cabo Verde - Statistics Department: Technical Assistance Activities during FY 2019,Cabo Verde,,Lead donor,NA,2.5; 2.2; 2.7; ,Technical assistance,"96,160",96160,CPV,230,4,Sub-Saharan Africa,132,Cabo Verde,survey,imf_241_2019_Cabo Verde,96160
2018,International Monetary Fund - IMF,Cambodia - Statistics Department: Technical Assistance Activities during FY 2019,Cambodia,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; ,Technical assistance,"79,229",79229,KHM,728,18,South East Asia,116,Cambodia,survey,imf_242_2019_Cambodia,79229
2018,International Monetary Fund - IMF,Cameroon - Statistics Department: Technical Assistance Activities during FY 2019,Cameroon,,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,Technical assistance,"243,198",243198,CMR,229,4,Sub-Saharan Africa,120,Cameroon,survey,imf_243_2019_Cameroon,243198
2018,International Monetary Fund - IMF,Cayman Islands - Statistics Department: Technical Assistance Activities during FY 2019,Cayman Islands,,Lead donor,NA,2.2; ,Technical assistance,"13,253",13253,CYM,386,15,Caribbean,136,Cayman Islands,survey,imf_244_2019_Cayman Islands,13253
2018,International Monetary Fund - IMF,Central African Republic - Statistics Department: Technical Assistance Activities during FY 2019,Central African Republic,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; ,Technical assistance,"144,832",144832,CAF,231,4,Sub-Saharan Africa,140,Central African Republic,survey,imf_245_2019_Central African Republic,144832
2018,International Monetary Fund - IMF,Chad - Statistics Department: Technical Assistance Activities during FY 2019,Chad,,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,Technical assistance,"143,768",143768,TCD,232,4,Sub-Saharan Africa,148,Chad,survey,imf_246_2019_Chad,143768
2018,International Monetary Fund - IMF,Colombia - Statistics Department: Technical Assistance Activities during FY 2019,Colombia,,Lead donor,NA,2.2; 2.7; ,Technical assistance,"62,903",62903,COL,437,7,South America,170,Colombia,survey,imf_247_2019_Colombia,62903
2018,International Monetary Fund - IMF,Comoros - Statistics Department: Technical Assistance Activities during FY 2019,Comoros,,Lead donor,NA,2.6; 2.5; 2.2; 2.7; ,Technical assistance,"108,673",108673,COM,233,4,Sub-Saharan Africa,174,Comoros,survey,imf_248_2019_Comoros,108673
2018,International Monetary Fund - IMF,"Congo, Democratic Republic Of - Statistics Department: Technical Assistance Activities during FY 2019",Congo (Democratic Republic of the),,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,Technical assistance,"100,619",100619,COD,235,4,Sub-Saharan Africa,180,Congo (Democratic Republic of the),survey,imf_249_2019_Congo (Democratic Republic of the),100619
2018,International Monetary Fund - IMF,"Congo, Republic Of - Statistics Department: Technical Assistance Activities during FY 2019",Congo,,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,Technical assistance,"177,707",177707,COG,234,4,Sub-Saharan Africa,178,Congo,survey,imf_250_2019_Congo,177707
2018,International Monetary Fund - IMF,Cook Islands - Statistics Department: Technical Assistance Activities during FY 2019,Cook Islands,,Lead donor,NA,2.5; 2.2; 2.4.7; ,Technical assistance,"52,890",52890,COK,831,12,Oceania,184,Cook Islands,survey,imf_251_2019_Cook Islands,52890
2018,International Monetary Fund - IMF,Costa Rica - Statistics Department: Technical Assistance Activities during FY 2019,Costa Rica,,Lead donor,NA,2.5; 2.2; 2.4.7; ,Technical assistance,"170,363",170363,CRI,336,16,Central America,188,Costa Rica,survey,imf_252_2019_Costa Rica,170363
